YEAR,COUNTRY,LOCATION,LATITUDE,LONGITUDE,WAVE_HEIGHT,FATALITIES,DAMAGE_USD_MILLIONS
1960,JAPAN,KOSODE,40.167,141.85,3.8,,
1960,JAPAN,KUJIKO,40.2,141.817,2.95,,
1960,JAPAN,SHIROURA,34.117,136.283,2.0,,
1960,JAPAN,TOBA,34.483,136.817,0.89,,
1960,JAPAN,WAGU,34.267,136.817,2.0,,
1960,JAPAN,ARAHAMA,38.05,140.917,1.7,,
1960,JAPAN,ARAHAMA (SENDAI CITY),38.217,140.983,0.45,,
1960,JAPAN,TSUKIHAMA,38.567,141.45,2.4,,
1960,JAPAN,TSUMOTO,38.867,141.667,1.9,,
1960,JAPAN,WATANOHA,38.417,141.367,2.4,,
1960,JAPAN,YORIISO,38.383,141.533,2.8,,
1960,JAPAN,YURIAGE,38.167,140.967,2.4,,
1960,JAPAN,ABURATSU,31.583,131.417,1.01,,
1960,JAPAN,AKAE,31.883,131.467,1.0,,
1960,JAPAN,FUKUSHIMA,31.483,131.2,0.75,,
1960,JAPAN,HOSOSHIMA,32.433,131.667,0.94,,
1960,AUSTRALIA,"URANGAN JETTY, QUEENSLAND",-25.28,152.97,0.09,,
1960,USA,"AVALON, CATALINA IS, CA",33.345,-118.325,0.61,,
1960,USA,"AVILA BEACH, CA",35.179,-120.735,0.99,,
1960,USA,"BODEGA BAY, CA",38.27,-123.0,0.3,,
1960,USA,"GUALALA RIVER, CA",38.77,-123.48,0.61,,
1960,JAPAN,WATARICHIRIPPU,43.033,145.067,2.0,,
1960,JAPAN,YACHI,41.746,140.903,2.0,,
1960,JAPAN,YOROCHIRIPPU,43.033,145.05,2.0,,
1960,JAPAN,TOMAKOMAINISHIKO,42.633,141.617,2.1,,
1960,JAPAN,TOMARI (HOKKAIDO),41.716,141.006,1.3,,
1960,JAPAN,TOMIHAMA,42.5,142.017,2.7,,
1960,JAPAN,TOMIURA,42.433,141.167,2.0,,
1960,JAPAN,TOYOURA,42.583,140.717,1.7,,
1960,JAPAN,URAKAWA,42.167,142.767,1.53,,
1960,JAPAN,USU,42.517,140.783,1.5,,
1960,JAPAN,MISAKI,35.133,139.617,0.5,,
1960,JAPAN,NAGASAWA,35.2,139.683,0.6,,
1960,JAPAN,TOKAWA,35.7,140.85,2.14,,
1960,JAPAN,WADA,35.033,140.017,0.7,,
1960,USA,"TERMINAL ISLAND (LOS ANGELES), CA",33.75,-118.25,0.95,,
1960,CANADA,"MCKENNY ISLAND, BRITISH COLUMBIA",52.65,-129.48,0.22,,
1960,JAPAN,CHOSHI,35.75,140.867,1.5,,
1960,JAPAN,HEDATE,34.95,139.967,0.9,,
1960,JAPAN,ICHINOMIYA,35.383,140.4,2.0,,
1960,JAPAN,INOOKA,35.683,140.733,3.5,,
1960,JAPAN,KANAYAKO,35.167,139.833,1.25,,
1960,JAPAN,KATSUURA (KATSUURASHI),35.15,140.317,2.5,,
1960,JAPAN,KISARAZU,35.383,139.917,1.0,,
1960,JAPAN,KUJUKURICHO,35.517,140.45,3.0,,
1960,JAPAN,MERA,34.9189,139.825,1.21,,
1960,JAPAN,NAGAURA,35.45,139.983,0.32,,
1960,JAPAN,SHIRAKO,35.45,140.4,2.5,,
1960,JAPAN,TATEYAMA,34.983,139.85,1.5,,
1960,USA,"LOS ANGELES, CA",33.719,-118.272,0.76,,
1960,USA,"MOSS LANDING, CA",36.8,-121.78,0.8,,
1960,USA,"NOYO HARBOR, CA",39.43,-123.8,1.0,,
1960,USA,"PACIFIC GROVE, CA",36.618,-121.917,0.91,,
1960,USA,"PISMO BEACH, CA",35.13,-120.63,1.37,,
1960,USA,"SAN FRANCISCO, CA",37.807,-122.465,0.46,,
1960,USA,"SAN PEDRO, CA",33.707,-118.273,0.46,,
1960,JAPAN,MIYAZAKIKO,31.9,131.45,0.31,,
1960,JAPAN,ORIUZAKO,31.8,131.467,1.5,,
1960,JAPAN,SHIMAURA,32.667,131.817,1.0,,
1960,JAPAN,SUMIE,32.65,131.767,2.0,,
1960,JAPAN,TONDAKO,32.05,131.5,0.5,,
1960,JAPAN,TONOURA(MIYAZAKI),31.517,131.383,2.5,,
1960,JAPAN,TOTOROKO,32.5,131.683,1.5,,
1960,JAPAN,TOUMI,32.6,131.717,0.44,,
1960,JAPAN,UCHIUMIKO,31.75,131.483,1.5,,
1960,JAPAN,TAMAGAWA,40.083,141.833,8.1,,
1960,JAPAN,TAMANOWAKI,40.183,141.817,3.6,,
1960,JAPAN,TANEICHI,40.4,141.733,2.2,,
1960,JAPAN,TANOHAMA (SANRIKUCHO),39.033,141.8,2.6,,
1960,JAPAN,TARO (TAROCHO) ,39.733,141.983,3.0,,
1960,JAPAN,TOMARI (SANRIKUCHO),39.117,141.817,3.1,,
1960,JAPAN,TANABU,41.283,141.183,1.8,,
1960,JAPAN,TANESASHI,40.5,141.617,4.2,,
1960,JAPAN,YOKAWAME,40.7,141.433,1.9,,
1960,JAPAN,AMO,35.217,139.883,2.2,,
1960,JAPAN,CHIBAKO,35.6,140.1,0.58,,
1960,JAPAN,RYOGAE,39.0,141.683,5.9,,
1960,JAPAN,RYOISHI,39.3,141.9,3.7,,
1960,JAPAN,SAMURAIHAMAAZAYOKONUMA,40.267,141.267,1.3,,
1960,JAPAN,SATO,39.567,142.033,1.4,,
1960,JAPAN,SETTAI,39.817,141.983,1.0,,
1960,JAPAN,SHIMANOKOSHI,39.917,141.95,1.0,,
1960,USA,"LOS ANGELES, CA",33.717,-118.267,0.9,1.0,1.0
1960,JAPAN,OKUKI,40.483,141.633,1.7,,
1960,JAPAN,OMINATO,41.25,141.15,1.32,,
1960,JAPAN,OMINATOSHINMACHI,41.283,141.167,1.78,,
1960,JAPAN,SAI,41.433,140.867,1.0,,
1960,JAPAN,SAKAKI,40.45,141.667,2.7,,
1960,JAPAN,SAMEKO,40.533,141.55,3.79,,
1960,JAPAN,SEKINENAYA,41.367,141.233,1.6,,
1960,USA,"KODIAK ISLAND, WOMENS BAY,  AK",57.717,-152.517,0.7,,
1960,USA TERRITORY,"PAGO PAGO, AMERICAN SAMOA",-14.2766,-170.689,0.8,,
1960,AUSTRALIA,BALLINA,-28.87,153.58,0.18,,
1960,AUSTRALIA,BRISBANE (CAIRNCROSS),-27.36666,153.16666,0.11,,
1960,AUSTRALIA,CAIRNS,-16.91666,145.78333,0.15,,
1960,AUSTRALIA,COFFS HARBOR,-30.3,153.15,0.5,,
1960,AUSTRALIA,"FORT DENISON, SYDNEY HARBOR",-33.85,151.233,0.41,,
1960,AUSTRALIA,ILUKA,-29.42,153.37,0.32,,
1960,AUSTRALIA,LORD HOWE I.,-31.517,159.067,0.7,,
1960,AUSTRALIA,NEWCASTLE,-32.933,151.783,0.55,,
1960,AUSTRALIA,NORFOLK ISLAND,-29.058333,167.953611,0.2,,
1960,AUSTRALIA,PT. MACDONNELL,-38.07,140.7,0.12,,
1960,AUSTRALIA,"TOWNSVILLE, QUEENSLAND",-19.25,146.83333,0.15,,
1960,JAPAN,NODA,40.117,141.833,5.2,,
1960,JAPAN,NORINOWAKI,39.583,141.95,4.1,,
1960,JAPAN,OFUNATO (OFUNATO CITY),39.05,141.733,5.4,,
1960,JAPAN,OISHI,39.183,141.9,2.6,,
1960,JAPAN,OMOTO,39.85,141.983,1.0,,
1960,JAPAN,OONO,38.967,141.7,3.1,,
1960,JAPAN,ORIKASA,39.45,141.967,4.0,,
1960,JAPAN,OSABE,38.983,141.633,4.5,,
1960,JAPAN,OSAWA,39.483,141.983,2.7,,
1960,JAPAN,OTOBE,39.6,142.033,0.6,,
1960,JAPAN,OTSUCHI,39.35,141.917,3.4,,
1960,JAPAN,RAGA,39.933,141.95,1.0,,
1960,JAPAN,SUKA,35.317,139.367,0.25,,
1960,JAPAN,YAMANOUCHI,35.467,139.633,0.67,,
1960,JAPAN,YOKOSUKA,35.283,139.65,0.54,,
1960,JAPAN,YUIGAHAMA,35.283,139.567,0.65,,
1960,JAPAN,FUKURA (SUKUMO),32.867,132.733,0.5,,
1960,JAPAN,HANE,33.367,134.067,1.0,,
1960,JAPAN,MITSU,33.283,134.183,1.0,,
1960,JAPAN,MUKUZU,32.917,132.667,1.0,,
1960,JAPAN,MUROTOMISAKI,33.267,134.167,2.2,,
1960,JAPAN,SAKIHAMA,33.383,134.217,2.5,,
1960,JAPAN,SHIINA,33.317,134.2,1.0,,
1960,JAPAN,TAKAOKA,33.267,134.183,1.0,,
1960,JAPAN,SHOYA,42.033,143.3,2.5,,
1960,JAPAN,TAKEURA,42.483,141.267,0.4,,
1960,JAPAN,TOBETSU,41.737,140.58,1.7,,
1960,JAPAN,TODOHOKKE,41.833,141.15,0.6,,
1960,JAPAN,TOKACHIBUTO,42.717,143.717,2.0,,
1960,JAPAN,TOKOTAN,43.0,144.867,1.8,,
1960,USA,"JUNEAU, AK",58.3,-134.42,0.05,,
1960,USA,"SEWARD, AK",60.119,-149.427,0.7,,
1960,JAPAN,FUKUURA,35.15,139.133,0.6,,
1960,JAPAN,KAWASAKI,35.5,139.767,0.62,,
1960,JAPAN,KOYAWATA,35.267,139.2,0.35,,
1960,JAPAN,KURIHAMA,35.233,139.717,0.9,,
1960,JAPAN,MANAZURUKO,35.15,139.15,0.45,,
1960,JAPAN,REBUN,42.567,140.6,1.7,,
1960,JAPAN,SAKAKIMACHI,43.117,145.117,3.7,,
1960,JAPAN,SENPOSHI,42.983,144.733,2.5,,
1960,JAPAN,SENPOSHIGYOKO,45.083,141.183,0.13,,
1960,JAPAN,SETARAI,41.714,140.984,2.0,,
1960,JAPAN,SHADAI,42.567,141.417,0.4,,
1960,JAPAN,SHIKABE,42.033,140.833,0.7,,
1960,JAPAN,SHINORI,41.765,140.818,2.1,,
1960,JAPAN,SHINRYU,43.05,144.85,3.9,,
1960,JAPAN,SHIRANUKA,42.95,144.083,4.0,,
1960,JAPAN,SHIRISHIZU,43.133,145.133,3.6,,
1960,JAPAN,SHIZUKARI,42.588,140.473,1.7,,
1960,JAPAN,SHIZUNAI,42.333,142.367,1.8,,
1960,JAPAN,POROTO,43.133,145.15,3.0,,
1960,USA,"SANTA BARBARA, CA",34.4803,-119.69,1.37,,
1960,USA,"SAN DIEGO, CA",32.715,-117.174,0.7,,
1960,JAPAN,TOMARIKO,38.95,141.7,2.9,,
1960,JAPAN,TSUGARUISHI,39.583,141.95,5.5,,
1960,JAPAN,UISO,39.633,141.033,2.0,,
1960,JAPAN,URAHAMA,39.117,141.817,3.8,,
1960,JAPAN,URANOSAWA,39.633,142.0,2.1,,
1960,JAPAN,UREISHI,39.267,141.9,2.9,,
1960,JAPAN,WAKINOSAWA,39.0,141.667,3.0,,
1960,JAPAN,YAGI,40.35,141.767,2.4,,
1960,JAPAN,YAMADA,39.467,141.95,3.1,,
1960,JAPAN,YOSHIHAMA,39.15,141.833,3.5,,
1960,JAPAN,TAKAMATSU,34.35,134.05,0.2,,
1960,JAPAN,KAGOSHIMA,31.583,130.567,0.26,,
1960,JAPAN,MAKURAZAKI,31.267,130.3,0.78,,
1960,JAPAN,NAKAKOSHIKI,31.8,129.85,0.83,,
1960,JAPAN,NAZE,28.383,129.5,0.25,,
1960,JAPAN,TANEGASHIMA,30.733,131.0,1.3,,
1960,JAPAN,ABURATSUBO,35.15,139.617,0.85,,
1960,JAPAN,CHOJAGASAKI,35.25,139.583,0.5,,
1960,JAPAN,ENAWAN,35.133,139.667,0.5,,
1960,JAPAN,SHINDEN,39.067,141.733,4.3,,
1960,JAPAN,SHIRAHAMA (MIYAKO CITY),39.6,141.983,3.0,,
1960,JAPAN,SHIRAHAMA (SANRIKUCHO),39.05,141.817,4.5,,
1960,JAPAN,SOKEI,39.633,141.967,1.4,,
1960,JAPAN,SUNAGOHAMA,39.067,141.85,1.9,,
1960,JAPAN,TACHIHAMA,39.633,142.033,1.5,,
1960,JAPAN,TAKATA,39.0,141.633,4.1,,
1960,JAPAN,TAKONOHAMA,39.65,141.983,1.9,,
1960,JAPAN,KUJI,40.1878,141.7689,0.09,,
1960,JAPAN,AYUKAWA,38.3,141.5,0.3,,
1960,JAPAN,MIYAKO,39.65,141.983,0.05,,
1960,JAPAN,KUJIKO,40.2,141.817,0.09,,
1960,JAPAN,AYUKAWA,38.3,141.5,0.17,,
1960,JAPAN,HAKODATE,41.7187,140.7247,0.08,,
1960,JAPAN,KUSHIRO,42.9756,144.3714,0.08,,
1960,MEXICO,ACAPULCO,16.833,-99.917,0.13,,
1960,PERU,CALLAO LA PUNTA,-12.069,-77.1668,0.5,,
1960,PERU,MATARANI,-17.0009,-72.1088,0.1,,
1960,PERU,PIMENTEL,-6.85,-79.88,9.0,,
1960,PERU,TALARA,-4.583,-81.283,0.1,,
1960,PERU,CHIMBOTE,-9.083,-78.616,0.7,,
1960,PERU,PUERTO ETEN,-6.927,-79.866,9.0,3.0,
1960,JAPAN,HACHINOHE,40.533,141.533,0.13,,
1961,JAPAN,ONAHAMA,36.933,140.9,0.21,,
1961,JAPAN,CHOSHI,35.75,140.867,0.04,,
1961,JAPAN,AYUKAWA,38.3,141.5,0.2,,
1961,JAPAN,ONAHAMA,36.933,140.9,0.18,,
1961,JAPAN,ONAHAMA,36.933,140.9,0.2,,
1961,JAPAN,MINATO-OHASHI,36.333,140.583,0.07,,
1961,JAPAN,IBARAKI,36.0,141.9,0.21,,
1961,JAPAN,AYUKAWA,38.3,141.5,0.06,,
1961,JAPAN,MINATO-OHASHI,36.333,140.583,0.03,,
1961,JAPAN,NAKAMINATO,36.333,140.59,0.1,,
1961,JAPAN,HIROO,42.284,143.319,0.04,,
1961,JAPAN,KUSHIRO,42.9756,144.3714,0.07,,
1961,JAPAN,TOKACHIKO,42.3,143.333,0.04,,
1961,JAPAN,HANASAKI,43.2781,145.5678,0.07,,
1961,JAPAN,KOCHI,33.55,133.55,0.07,,
1961,JAPAN,TOSA-SHIMIZU,32.7792,132.9589,0.5,,
1961,JAPAN,UWAJIMA,33.233,132.55,0.13,,
1961,JAPAN,KUSHIMOTO,33.467,135.783,0.15,,
1961,JAPAN,MERA,34.9189,139.825,0.17,,
1961,JAPAN,NAZE,28.383,129.5,0.07,,
1961,JAPAN,ABURATSU,31.583,131.417,0.34,,
1961,JAPAN,MIYAZAKIKO,31.9,131.45,0.1,,
1961,JAPAN,TOKAI,35.5,140.5,0.1,,
1961,JAPAN,MERA,34.9189,139.825,0.18,,
1961,JAPAN,MISHOKO,32.95,132.55,0.35,,
1961,JAPAN,YAWATAHAMA,33.45,132.417,0.14,,
1961,JAPAN,MAKURAZAKI,31.267,130.3,0.07,,
1961,JAPAN,NISHINOOMOTE,30.733,131.0,0.13,,
1961,JAPAN,ABURATSUBO,35.15,139.617,0.03,,
1961,JAPAN,OWASE,34.083,136.2,0.07,,
1961,JAPAN,HOSOSHIMA,32.433,131.667,0.62,,
1961,JAPAN,FUKUSHIMA,31.483,131.2,0.08,,
1961,JAPAN,HOSOSHIMA,32.433,131.667,0.45,,
1961,JAPAN,SAKAEMATSU,31.517,131.383,0.3,,
1961,JAPAN,UCHIUMIKO,31.75,131.483,0.65,,
1961,JAPAN,URADO,33.49,133.567,0.1,,
1961,JAPAN,TOSA-SHIMODA,33.51,133.44,0.05,,
1961,JAPAN,KAMAEGYOKO,32.8,131.933,0.08,,
1961,JAPAN,SAEKIKO,32.967,131.9,0.05,,
1961,JAPAN,SHIMODA,32.933,133.0,0.05,,
1961,JAPAN,"YAENE, HACHIJO ISLAND",33.1,139.767,0.02,,
1961,SOLOMON ISLANDS,GUADALCANAL,-9.86,160.83,3.6,,
1961,SOLOMON ISLANDS,SAN CRISTOBAL ISLAND,-10.6,161.75,3.6,,
1961,GREECE,CRETE,35.17,25.0,0.9,,
1961,GREECE,VOLOS,39.37,22.95,0.3,,
1961,GREECE,LEROS,37.13,26.83,0.3,,
1961,JAPAN,HOSOSHIMA,32.433,131.667,0.05,,
1961,JAPAN,TOSA-SHIMIZU,32.7792,132.9589,0.11,,
1961,JAPAN,NAZE,28.383,129.5,0.06,,
1961,JAPAN,MAKURAZAKI,31.267,130.3,0.02,,
1961,JAPAN,ABURATSU,31.583,131.417,0.03,,
1961,JAPAN,KIKAI SHIMA,38.32,129.98,0.08,,
1961,VANUATU,FORARI,-17.667,168.517,0.9,,
1961,VANUATU,"PORT VILA, EFATE ISLAND",-17.7553,168.3077,0.9,,
1961,JAPAN,NEMUROKO,43.35,145.583,0.08,,
1961,JAPAN,TOKACHIKO,42.3,143.333,0.06,,
1961,JAPAN,URAKAWA,42.167,142.767,0.05,,
1961,JAPAN,KUJI,40.16,141.78,0.1,,
1961,JAPAN,HANASAKI,43.2781,145.5678,0.06,,
1961,JAPAN,KUJIKO,40.2,141.817,0.03,,
1961,JAPAN,HAKODATE,41.7187,140.7247,0.03,,
1961,JAPAN,KUSHIRO,42.9756,144.3714,0.06,,
1961,JAPAN,HAKODATE,41.7187,140.7247,0.07,,
1961,JAPAN,KUSHIRO,42.9756,144.3714,0.04,,
1961,JAPAN,TOKACHIKO,42.3,143.333,0.05,,
1961,JAPAN,MIYAKO,39.65,141.983,0.02,,
1961,JAPAN,HIROO,42.284,143.319,0.1,,
1961,JAPAN,KAMAISHI,39.267,141.883,0.03,,
1962,CROATIA,SPLIT,43.5067,16.4385,0.04,,
1962,ECUADOR,SAN CRISTOBAL ISLAND,-0.9,-89.616,0.1,,
1962,PANAMA,PUERTO ARMUELLES,8.267,-82.867,0.1,,
1962,JAPAN,ONAHAMA,36.933,140.9,0.15,,
1962,JAPAN,CHOSHI,35.75,140.867,0.04,,
1962,JAPAN,MINATO-OHASHI,36.333,140.583,0.04,,
1962,JAPAN,ONAGAWA (ONAGAWACHO),38.45,141.45,0.5,,
1962,JAPAN,MIYAKO,39.65,141.983,0.02,,
1962,JAPAN,SOMAKO,37.817,140.95,0.13,,
1962,JAPAN,AYUKAWA,38.3,141.5,0.28,,
1962,JAPAN,NAKAMINATO,36.333,140.59,0.04,,
1962,JAPAN,MATSUKAWAURA,37.82,140.98,0.13,,
1962,JAPAN,TSUKIHAMA,38.567,141.45,0.09,,
1962,JAPAN,KAMAISHI,39.267,141.883,0.14,,
1962,JAPAN,ONAGAWA,38.433,141.45,0.21,,
1962,JAPAN,HAKODATE,41.7187,140.7247,0.07,,
1962,JAPAN,HIROO,42.284,143.319,0.07,,
1962,JAPAN,HANASAKI,43.2781,145.5678,0.04,,
1962,JAPAN,KUJI,40.16,141.78,0.1,,
1962,JAPAN,KUJIKO,40.2,141.817,0.04,,
1962,JAPAN,URAKAWA,42.167,142.767,0.04,,
1962,JAPAN,KUSHIRO,42.9756,144.3714,0.05,,
1962,JAPAN,TOKACHIKO,42.3,143.333,0.08,,
1962,MEXICO,ACAPULCO,16.833,-99.917,0.81,,
1962,MEXICO,ACAPULCO,16.833,-99.917,0.34,,
1962,RUSSIA,"YUZHNO-KURIL'SK, KUNASHIR ISLAND",44.03,145.86,0.1,,
1963,GREECE,PSATHOPYRGOS,38.3333,21.8667,6.0,,
1963,GREECE,AEGHION,38.2486,22.0819,6.0,,
1963,GREECE,TRIZONIA,38.3667,22.0833,6.0,,
1963,GREECE,MONASTIRAKI,38.4167,21.95,6.0,,
1963,GREECE,CAPE SALMENIKOS,38.31,22.02,6.0,2.0,
1963,GREECE,SELIANITIKA,38.2833,22.0333,6.0,,
1963,GREECE,DOUVIA,38.3667,22.1333,6.0,,
1963,GREECE,MARATHIAS,38.4,22.0167,6.0,,
1963,GREECE,LAMBIRI,38.3167,21.9833,6.0,,
1963,TAIWAN,HUALIEN,23.97,121.613,0.2,,
1963,CANADA,"TOFINO, BRITISH COLUMBIA",49.153,-125.913,0.3,,
1963,CANADA,"ALERT BAY, BRITISH COLUMBIA",50.58,-126.93,0.5,,
1963,CANADA,"VICTORIA, BRITISH COLUMBIA",48.425,-123.372,0.4,,
1963,CANADA,"LANGARA ISLAND, BRITISH COLUMBIA",54.25,-133.033,5.0,,
1963,CANADA,"PORT SIMPSON, BRITISH COLUMBIA",54.55,-130.42,5.0,,
1963,CANADA,"WIAH POINT, BRITISH COLUMBIA",54.12,-132.32,5.5,1.0,
1963,CANADA,"PRINCE RUPERT, BRITISH COLUMBIA",54.32,-130.33,0.5,,
1963,ITALY,CASSO,46.272,12.331,235.0,,
1963,ITALY,PIRAGO,46.26,12.294,70.0,,
1963,ITALY,LONGARONE,46.268,12.329,70.0,,
1963,RUSSIA,"ITURUP ISLAND, KURILSKIYE",44.9,148.9,0.05,,
1963,JAPAN,TOMAKOMAINISHIKO,42.633,141.617,0.12,,
1963,JAPAN,HANASAKI,43.2781,145.5678,0.09,,
1963,RUSSIA,"SIMUSHIR ISLAND, KURILSKIYE",46.95,152.1,1.0,,
1963,RUSSIA,"AVACHINSKAIA BAY, KAMCHATKA",52.97,158.5,0.07,,
1963,JAPAN,AKKESHIGYOKO,43.05,144.85,0.39,,
1963,JAPAN,MOSHI,39.833,141.983,1.4,,
1963,JAPAN,ONAGAWA,38.433,141.45,0.38,,
1963,JAPAN,HACHINOHE,40.533,141.533,0.63,,
1963,JAPAN,KOFUNATO,40.45,141.683,0.5,,
1963,JAPAN,ONAHAMA,36.933,140.9,0.27,,
1963,JAPAN,ABASHIRI,44.017,144.283,0.35,,
1963,JAPAN,HAKODATE,41.7187,140.7247,0.33,,
1963,JAPAN,HANASAKI,43.2781,145.5678,0.74,,
1963,JAPAN,KUSHIRO,42.9756,144.3714,0.45,,
1963,JAPAN,MOMBETSU,44.35,143.367,0.28,,
1963,JAPAN,MURORAN,42.35,140.95,0.17,,
1963,JAPAN,TOKACHIKO,42.3,143.333,0.45,,
1963,JAPAN,TOMAKOMAINISHIKO,42.633,141.617,0.37,,
1963,JAPAN,URAKAWA,42.167,142.767,0.22,,
1963,JAPAN,WAKKANAI,45.4,141.683,0.2,,
1963,JAPAN,AKAHAMA,39.35,141.933,0.8,,
1963,JAPAN,ANDO,39.35,141.917,1.29,,
1963,JAPAN,HIRATA,39.25,141.9,0.91,,
1963,JAPAN,HORINAI (MIYAKO),39.6,141.967,1.23,,
1963,JAPAN,KAMAISHI,39.267,141.883,0.33,,
1963,CANADA,"TOFINO (CLAYOQUOT),BRITISH COLUMBIA",49.153,-125.913,0.08,,
1963,JAPAN,KANEHAMA,39.6,141.95,1.09,,
1963,JAPAN,KUJIKO,40.2,141.817,0.28,,
1963,JAPAN,MIYAKO,39.65,141.983,0.07,,
1963,JAPAN,MURONOHAMA,39.333,141.917,0.93,,
1963,JAPAN,OFUNATO,39.017,141.75,0.19,,
1963,JAPAN,OFUNATOKO,39.067,141.733,0.59,,
1963,JAPAN,ORIKASA,39.45,141.967,0.91,,
1963,JAPAN,OSAWA,39.483,141.983,0.57,,
1963,JAPAN,TAKATA,39.0,141.633,0.75,,
1963,JAPAN,TARO (TAROCHO) ,39.733,141.983,1.08,,
1963,JAPAN,URAHAMA,39.117,141.817,0.65,,
1963,JAPAN,YAMADA,39.467,141.95,0.7,,
1963,JAPAN,TOSA-SHIMIZU,32.7792,132.9589,0.27,,
1963,JAPAN,AYUKAWA,38.3,141.5,0.31,,
1963,JAPAN,HANABUCHI,38.267,141.033,0.34,,
1963,JAPAN,ISATOMAE,38.717,141.533,0.88,,
1963,JAPAN,ISHINOMAKI (ISHINOMAKI CITY),38.417,141.317,0.33,,
1963,JAPAN,KESENNUMA,38.9,141.583,0.85,,
1963,JAPAN,KESENNUMAGYOKO,38.9,141.6,0.71,,
1963,JAPAN,SHIOGAMA,38.3,141.033,0.28,,
1963,JAPAN,SHIZUKAWA,38.667,141.45,0.6,,
1963,JAPAN,TSUKIHAMA,38.567,141.45,0.18,,
1963,JAPAN,HIRARA,24.8,125.283,0.13,,
1963,JAPAN,MIYAKO ISLAND,24.8,125.283,0.13,,
1963,JAPAN,KUSHIMOTO,33.467,135.783,0.5,,
1963,JAPAN,URAGAMI,33.55,135.9,0.27,,
1963,TAIWAN,HUALIEN,23.97,121.613,0.07,,
1963,USA,"ATTU, MASSACRE BAY, AK",52.83,173.2,0.2,,
1963,USA TERRITORY,"PAGO PAGO, AMERICAN SAMOA",-14.2766,-170.689,0.1,,
1963,USA,"AVILA BEACH, CA",35.179,-120.735,0.3,,
1963,USA,"CRESCENT CITY, CA",41.7456,-124.184,0.33,,
1963,"MARSHALL ISLANDS, REP. OF","KWAJALEIN, MARSHALL ISLANDS",8.733,167.733,0.2,,
1963,"MICRONESIA, FED. STATES OF","TRUK ISLANDS, CAROLINE ISLANDS",7.3666,151.8833,0.1,,
1963,USA TERRITORY,WAKE ISLAND,19.29,166.6183,0.2,,
1963,RUSSIA,"ITURUP ISLAND, KURILSKIYE",44.9,147.5,4.0,,
1963,RUSSIA,"YUZHNO-KURIL'SK, KUNASHIR ISLAND",44.03,145.86,1.0,,
1963,RUSSIA,"MATUA, KURILSKIYE",48.07,153.28,0.9,,
1963,RUSSIA,"MALOKURIL'SKAYA BAY, SHIKOTAN",43.867,146.817,1.2,,
1963,RUSSIA,"URUP ISLAND, KURILSKIYE",46.2,150.55,4.5,,
1963,JAPAN,HIROO,42.284,143.319,0.45,,
1963,JAPAN,URAKAMI,42.17,142.78,0.27,,
1963,RUSSIA,"PETROPAVLOVSK, KAMCHATKA",53.01667,158.65,0.02,,
1963,MEXICO,ACAPULCO,16.833,-99.917,0.49,,
1963,MEXICO,LA PAZ,24.162,-110.345,0.1,,
1963,MEXICO,MAZATLAN,23.18,-106.42,0.12,,
1963,MEXICO,SALINA CRUZ,16.1684,-95.1968,0.49,,
1963,KIRIBATI,"CHRISTMAS ISLAND, LINE ISLANDS",1.984,-157.473,0.1,,
1963,USA TERRITORY,"APRA HARBOR, GUAM",13.433,144.65,0.1,,
1963,USA,"LA JOLLA, CA",32.867,-117.257,0.1,,
1963,USA,"LOS ANGELES, CA",33.719,-118.272,0.1,,
1963,USA,"SAN FRANCISCO, CA",37.807,-122.465,0.1,,
1963,USA,"ALA WAI HARBOR, OAHU, HI",21.289,-157.844,0.1,,
1963,USA,"MOKUOLOE-COCONUT IS, OAHU",21.433,-157.79,0.1,,
1963,USA,"HALEIWA, OAHU, HI",21.593,-158.1055,0.3,,
1963,USA,"HILO, HAWAII, HI",19.7303,-155.0553,0.4,,
1963,USA,"HONOLULU, OAHU, HI",21.3067,-157.867,0.2,,
1963,USA TERRITORY,JOHNSTON ISLAND,16.7363,-169.5283,0.1,,
1963,USA,"KAANAPALI, MAUI, HI",20.93,-156.68,0.1,,
1963,USA,"KAHULUI, MAUI, HI",20.895,-156.477,0.4,,
1963,USA TERRITORY,MIDWAY ISLANDS,28.215,-177.361,0.3,,
1963,USA,"NAWILIWILI, KAUAI, HI",21.927,-159.36,0.2,,
1963,USA,"PORT ALLEN, KAUAI, HI",21.91,-159.58,0.3,,
1963,JAPAN,HABOMAI ISLAND,43.35,145.77,1.4,,
1963,JAPAN,OTSUCHI,39.35,141.917,0.27,,
1963,JAPAN,KUSHIRO,42.9756,144.3714,0.15,,
1963,RUSSIA,"MALOKURIL'SKAYA BAY, SHIKOTAN",43.867,146.817,0.8,,
1963,JAPAN,HACHINOHE,40.533,141.533,0.25,,
1963,JAPAN,HANASAKI,43.2781,145.5678,0.36,,
1963,USA,"HALEIWA, OAHU, HI",21.593,-158.1055,0.1,,
1963,USA,"HILO, HAWAII, HI",19.7303,-155.0553,0.1,,
1963,USA,"HONOLULU, OAHU, HI",21.3067,-157.867,0.1,,
1963,RUSSIA,"URUP ISLAND, KURILSKIYE",46.2,150.55,15.0,,
1963,USA TERRITORY,MIDWAY ISLANDS,28.215,-177.361,0.2,,
1963,USA,"NAWILIWILI, KAUAI, HI",21.927,-159.36,0.1,,
1963,"MARSHALL ISLANDS, REP. OF","KWAJALEIN, MARSHALL ISLANDS",8.733,167.733,0.1,,
